TagID,TagName,productname,productid,EanCode
3862,fruktsallad,"Frutti Fruktsallad 8M 4x100g Nestle",4414,3033710027743
14727,brunch,"Snabbkaffe Espresso 95g Nescafe",4416,7613035046573
17131,kevinwalker,"Snabbkaffe Espresso 95g Nescafe",4416,7613035046573
17131,kevinwalker,"Snabbkaffe Espresso Sticks 25x1,8g Nescafe",4418,7613035263864
69,barn,"Frutti Äpple Mango 4M Ekologisk 4x100g Nestle",4419,3033710646647
70,barnmat,"Frutti Äpple Mango 4M Ekologisk 4x100g Nestle",4419,3033710646647
12426,dijonsenap,"Dijonsenap 215g Grey Poupon",4421,3036810100576
94288,arvid_nordquist_smaksattare,"Dijonsenap 215g Grey Poupon",4421,3036810100576
91,"dijon senap","Dijonsenap Original 215g Maille",4422,3036810201280
200,"Mörk block choklad","Choklad 70% 100g Lindt Excellence",4437,3046920028004
76,godis,"Choklad 70% 100g Lindt Excellence",4437,3046920028004
200,"Mörk block choklad","Choklad 85% 100g Lindt Excellence",4438,3046920028363
76,godis,"Choklad 85% 100g Lindt Excellence",4438,3046920028363
76,godis,"Intense Orange 100g Lindt Excellence",4439,3046920028370
85,chokladkaka,"Intense Orange 100g Lindt Excellence",4439,3046920028370
76,godis,"Choklad 70% 35g Lindt Excellence",4440,3046920028585
85,chokladkaka,"Choklad 70% 35g Lindt Excellence",4440,3046920028585
76,godis,"Intense Mint 100g Lindt Excellence",4442,3046920028752
85,chokladkaka,"Intense Mint 100g Lindt Excellence",4442,3046920028752
126,Halstabletter,"Raspberry 100g Lindt Excellence",4447,3046920029544
76,godis,"Mint 35g Lindt Excellence",4448,3046920029568
85,chokladkaka,"Mint 35g Lindt Excellence",4448,3046920029568
76,godis,"Orange 35g Lindt Excellence",4449,3046920029575
85,chokladkaka,"Orange 35g Lindt Excellence",4449,3046920029575
76,godis,"Choklad 85% 35g Lindt Excellence",4450,3046920029582
85,chokladkaka,"Choklad 85% 35g Lindt Excellence",4450,3046920029582
76,godis,"Mjölkchoklad 150g Lindt",4451,3046920041355
85,chokladkaka,"Mjölkchoklad 150g Lindt",4451,3046920041355
76,godis,"Choklad 60% 150g Lindt",4452,3046920043014
85,chokladkaka,"Choklad 60% 150g Lindt",4452,3046920043014
76,godis,"Choklad Apelsin 150g Lindt",4453,3046920043021
85,chokladkaka,"Choklad Apelsin 150g Lindt",4453,3046920043021
76,godis,"Vit choklad med Vanilj 100g Lindt",4455,3046920084000
85,chokladkaka,"Vit choklad med Vanilj 100g Lindt",4455,3046920084000
13402,matpåjobbet,"Jucie Ruby Breakfast 1L Tropicana",4461,3051800800830
142,jucie,"Juice Apelsin Smooth style 1L Tropicana",4462,3051800806191
13402,matpåjobbet,"Juice Apelsin Smooth style 1L Tropicana",4462,3051800806191
142,jucie,"Sanguinello 1L Tropicana",4463,3051800806238
103252,student_flyttkit,"Förbehandling fläckborttagning 750ml Vanish",4466,5701092110176
155,Kattmat,"Kattmat Lamm Sås 400g Whiskas",4470,5900951250491
155,Kattmat,"Gelé Anka/Kyckling 400g Whiskas",4474,5900951017506
4773,"baby bell","Mini Babybel Original 120g ",4499,3073780902366
4774,"baby bel","Mini Babybel Original 120g ",4499,3073780902366
134,ost,"Mini Babybel light i nät 120 g La Vache Qui",4500,3073780902441
104,Engångshyvlar,"Rakhyvel engång 10-pack Bic",4513,3086125705119
104,Engångshyvlar,"Engångshyvlar Soleil Lady 4-p Bic",4517,3086126636900
104,Engångshyvlar,"Comfort 3 advanced 4-pack Bic",4525,3086126727103
104,Engångshyvlar,"Comfort 3 pivot gr 4-pack Bic",4527,3086126749839
104,Engångshyvlar,"Engångshyvlar Twin Lady 10-p Bic",4537,3086127500941
325,The,"Iste persika 60cl Teisseire",4554,3092718586829
29,joghurt,"Yoghurt Petit Fil bär 6x60g Yoplait",4594,3176575714714
30,joughurt,"Yoghurt Petit Fil bär 6x60g Yoplait",4594,3176575714714
31,yoghourt,"Yoghurt Petit Fil bär 6x60g Yoplait",4594,3176575714714
32,youghurt,"Yoghurt Petit Fil bär 6x60g Yoplait",4594,3176575714714
33,yohurt,"Yoghurt Petit Fil bär 6x60g Yoplait",4594,3176575714714
34,yoghurt,"Yoghurt Petit Fil bär 6x60g Yoplait",4594,3176575714714
29,joghurt,"Yoghurt Petits Filous Bär 6x50g Yoplait",4595,33297700105029
30,joughurt,"Yoghurt Petits Filous Bär 6x50g Yoplait",4595,33297700105029
31,yoghourt,"Yoghurt Petits Filous Bär 6x50g Yoplait",4595,33297700105029
32,youghurt,"Yoghurt Petits Filous Bär 6x50g Yoplait",4595,33297700105029
33,yohurt,"Yoghurt Petits Filous Bär 6x50g Yoplait",4595,33297700105029
34,yoghurt,"Yoghurt Petits Filous Bär 6x50g Yoplait",4595,33297700105029
34,yoghurt,"Perle de lait Citron 4x125g Yoplait",4599,3329770014749
155,Kattmat,"Torrfoder Katt Junior 400g Friskies",4635,3222270153027
155,Kattmat,"Ungsstekt Havsfisk 85g Gourmet Gold",4637,3222270183130
129,Hundmat,"Hundfoder Lamm/Ris 15kg Friskies",4641,3222270493789
130,"hund torrfoder","Hundfoder Lamm/Ris 15kg Friskies",4641,3222270493789
155,Kattmat,"Double Pleasure 8x85g Gourmet Gold",4642,3222270494038
155,Kattmat,"Roasted 12x100g Pussi",4643,3222270525855
155,Kattmat,"Roasted bit i sås 12x100g Pussi",4644,3222270525893
155,Kattmat,"Våtfoder Oxkött/Kyckling/Kanin/Lax 8x85g Gourmet Perle",4650,3222270552745
325,The,"Svart te Yellow Label 50-p Lipton",4665,3228881004611
325,The,"Svart te Yellow Label 100-p Lipton",4666,3228881005373
32427,Tepåsar,"Svart te Yellow Label 100-p Lipton",4666,3228881005373
325,The,"Te Russian Earl Grey 150g Lipton",4667,3228881010483
325,The,"Te Sun Tea Collection 51g Lipton",4668,3228881026163
325,The,"Te Indian spice 20-p Lipton",4669,3228881057426
325,The,"Te Persian earl grey 20x1,8g Lipton",4671,3228881070784
125,"Grönt te","Grönt te Citrus 20-p Lipton",4672,3228881074904
8540,Classe,"kurt",608,"7311857510622"
8540,Classe,"tjorven",609,"7393173265158"
