categoryid,categoryname,parentcategoryid,categoryurl,ispublic,categoryintroduction,title,metadescription
3210,"Kaviar Naturell",538,kaviar-naturell,1,,,
3211,"Kaviar med Färskost",538,kaviar-med-farskost,1,,,
3212,"Kaviar med Dill",538,kaviar-med-dill,1,,,
3213,"Kaviar med Ägg",538,kaviar-med-agg,1,NULL,NULL,NULL
3214,"Kaviar Övriga Sorter",538,kaviar-ovriga-sorter,1,,,
3215,"Rimmad Lax",83,rimmad-lax,1,,,
3216,Najadlax,83,najadlax,1,NULL,NULL,NULL
3217,Fiskrom,582,fiskrom,1,"Fiskrom är en riktig delikatess som vi många gånger endast unnar oss vid festligare tillfällen. Använd som topping, som tillbehör till toast eller som en vacker dekoration.",,
3218,"Sardeller med Kapris",593,sardeller-med-kapris,1,NULL,NULL,NULL
3219,"Sill Övriga Sorter",441,sill-ovriga-sorter,1,,,
3220,"Storkornskaviar Röd",539,storkornskaviar-rod,1,,,
3221,"Storkornskaviar Svart",539,storkornskaviar-svart,1,,,
3222,Ishavsrom,539,ishavsrom,1,,,
3223,"Storkornskaviar Mix",539,storkornskaviar-mix,1,,,
3224,"Tonfisk Konserverad",5533,tonfisk-konserverad,1,"Tonfisk i konserv finns med både vatten och olja och det är en smaksak vilken sort man gillar bäst! Gott att äta precis som det är eller blanda ihop till en röra eller med grönsaker på en smörgås. Välj här på sidan bland flera olika sorter från välkända leverantörer.",,
3225,"Tonfisk Konserverad Övriga Sorter",3224,tonfisk-konserverad-ovriga-sorter,1,,,
3226,Frukt,12,frukt,1,"Fräscha frukter är alltid bra att ha hemma. Ta med på jobbet eller ta en frukt i farten då magen börjar skrika av hunger. Här har vi mängder av nyttiga och fräscha frukter som varierar allt eftersom beroende på årstid. För den som vill ha ekologiska frukter finns även detta att välja.",,
3227,Grönsaker,12,gronsaker,1,"Grönsaker är alltid bra att ha hemma, det är ett perfekt mellanmål och en stor smakhöjare i många maträtter. Dessutom är det alltid gott med en fräsch grönsallad som tillbehör till middagen. Här kan du navigera dig fram till massor av grönsaker att klicka hem.",,
3228,Majrova,4781,majrova,1,,,
3229,Vinbär,75,vinbar,1,"Köp hem svarta eller röda vinbär, perfekt att ha i frysen till att göra saft eller någon syrlig och söt efterrätt. Välj bland vårt sortiment av bär och frukter här på MatHem, din leverans kör vi direkt hem till dig.",,
3230,Småcitrus,72,smacitrus,1,,,
3231,"Daldar Färska",641,daldar-farska,1,NULL,NULL,NULL
3232,"Dadlar Färska",641,dadlar-farska,1,,,
3233,"Aprikoser Konserverade",3554,aprikoser-konserverade,1,,,
3234,Pitahaya,74,pitahaya,1,NULL,NULL,NULL
3235,"Hallon Färska",622,hallon-farska,1,,,
3236,"Kiwi Grön",80,kiwi-gron,1,,,
3237,"Kiwi Gul",80,kiwi-gul,1,,,
3238,"Mango Färsk",233,mango-farsk,1,,,
3239,"Melon Galia",73,melon-galia,1,,,
3240,"Melon Honung",73,melon-honung,1,,,
3241,"Papaya Konserverad",232,papaya-konserverad,1,NULL,NULL,NULL
3242,"Papaya Färsk",232,papaya-farsk,1,,,
3243,"Persika Färsk",78,persika-farsk,1,,,
3244,"Päron Conference",71,paron-conference,1,,,
3245,"Päron Anjou",71,paron-anjou,1,,,
3246,"Päron Kaiser",71,paron-kaiser,1,,,
3247,"Äpple Royal Gala",163,apple-royal-gala,1,,,
3248,"Äpple Golden Delicius",163,apple-golden-delicius,1,,,
3249,"Äpple Jona Gold",163,apple-jona-gold,1,,,
3250,"Äpple Granny Smith",163,apple-granny-smith,1,,,
3251,"Äpple Pink Lady",163,apple-pink-lady,1,,,
3252,"Äpple Red Prince",163,apple-red-prince,1,,,
3253,"Äpple Fuji",163,apple-fuji,1,,,
3254,"Äpple Övriga Sorter",163,apple-ovriga-sorter,1,,,
3255,"Sockerärta Färsk",2266,sockerarta-farsk,1,,,
3256,"Blomkål Färsk",176,blomkal-farsk,1,,,
3257,"Broccoli Färsk",487,broccoli-farsk,1,,,
3258,"Haricot Verts Färsk",506,haricot-verts-farsk,1,,,
3259,"Haricot Verts Konserverad",506,haricotverts-konserverad,1,,,
3260,"Kronärtskocka Färsk",499,kronartskocka-farsk,1,,,
3261,Kronärtskockshjärtan,3262,kronartskockshjartan,1,,,
3262,"Kronärtskocka Konserverad",5347,kronartskocka-konserverad,1,,,
3263,"Pepparrot Färsk",181,pepparrot-farsk,1,,,
3264,"Rödbetor Konserverade",4700,rodbetor-konserverade,1,,,
3265,"Rödbetor Färsk",505,rodbetor-farsk,1,,,
3266,Lollorossosallat,165,lollorossosallat,1,,,
3267,"Sparris Grön",173,sparris-gron,1,,,
3268,"Sparris Vit",173,sparris-vit,1,,,
3269,"Tomater Vilda",160,tomater-vilda,1,,,
3270,"Vitlök Solo",623,vitlok-solo,1,,,
3271,"Vitlök Färsk",623,vitlok-farsk,1,,,
3272,"Vitlök Fryst",2681,vitlok-fryst,1,,,
3273,"Gröna Ärtor",490,grona-artor,1,,,
3274,"Gröna Ärtor Konserverade",3273,grona-artor-konserverade,1,,,
3275,"Potatis Mjölig",46,potatis-mjolig,1,,,
3276,Delikatesspotatis,46,delikatesspotatis,1,,,
3277,Fisknuggets,404,fisknuggets,1,NULL,NULL,NULL
3278,"Fylld Rödspätta",404,fylld-rodspatta,1,NULL,NULL,NULL
3279,Laxburgare,3049,laxburgare,1,NULL,NULL,NULL
3282,"Buffalo Wings",4694,buffalo-wings,1,"Kryddiga kycklingvingar - perfekt till buffébordet eller som tillbehör till exempelvis ris och en smarrig sås. En perfekt vara att ha i frysen då det vankas kalas.",,
3283,Bordskyckling,4694,bordskyckling,1,"Middag på en timme utan att du behöver stå vid spisen? Med hjälp av bordskyckling behöver du endast slå på ugnen, sätta in kyckling och anordna ett enkelt tillbehör så är maten klar på ett kick.",,
3284,"Chicken Nuggets",4693,chicken-nuggets,1,"Chicken nuggets är en riktigt favorit, speciellt bland barnen. Servera med en färgglad sallad, en god sås och favoritpotatisen. Här hittar du vårt sortiment med olika chicken nuggets.",,
3285,"Kyckling Drumsticks",4694,kyckling-drumsticks,1,"Drumsticks med ljuvlig kryddning, lika gott till lunch som till middag, att ta med på picknick eller att ta fram till buffébordet. Du står för idéerna, vi kör hem maten till dig!",,
3286,"Kyckling Fingers",4694,kyckling-fingers,1,,,
3287,Salladskyckling,4694,salladskyckling,1,"Färdig salladskyckling är riktigt smidigt att ha hemma när det är dags att laga en smakrik kycklingsallad. Du behöver varken bena eller hacka utan endast ta fram förpackningen från frysen.",,
3288,Kycklingspett,4694,kycklingspett,1,,,
3289,Kycklingburgare,1403,kycklingburgare,1,"Variera hamburgaren med ljuvligt goda kycklingburgare! Lika gott att servera till vardags som till fest, gärna med ett gott bröd, spröd sallad och en smakrik dressing. Här kan du välja bland flera olika alternativ i vårt sortiment med kycklingburgare.",,
3290,Kycklingkebab,2280,kycklingkebab,1,,,
3292,Lasagne,5539,lasagne,1,,,
3293,Portionsrätter,5536,portionsratter,1,"Färska och frysta portionsrätter, perfekt att ha med som exempelvis lunch på jobbet. Här hittar du även färdiga salladsblandningar som är sköljda och klara, bara att blanda i valfria ingredienser och äta upp!",,
3296,Schnitzel,4693,schnitzel,1,"Här kan du frossa bland mör och smakrik schnitzel, med eller utan panering. Stek på och ät till potatis och en sallad så är måltiden komplett. Välj bland våra olika alternativ här på sidan.",,
3297,Crepes,435,crepes,1,"Crêpes är pannkakor som fylls med exempelvis svamp- eller skinkstuvning. Gör dina egna eller köpa hem färdiga här från oss på MatHem, värm crêpesen i ugn eller stekpanna.",,
3298,Eclairs,209,eclairs,1,,,
3299,Viltkött,5231,vilt,1,"Ren, älg, hjort och vildsvin - här hittar du ett stort utbud av kött från djur som lever i det vilda. Njut av härliga smaker och finfina köttbitar som du kan tillaga på mängder av olika sätt.",,
3300,Järpar,4693,jarpar,1,,,
3301,"Pan Pizza",70,pan-pizza,1,,,
3302,"Pizza Bolognese",70,pizza-bolognese,1,NULL,NULL,NULL
3303,"Pizza Formaggio",70,pizza-formaggio,1,,,
3304,"Pizza Mozzarella",70,pizza-mozzarella,1,,,
3305,"Pizza Tropicana/Hawaii",70,pizza-tropicanahawaii,1,NULL,NULL,NULL
3306,"Pizza Vegetarisk",70,pizza-vegetarisk,1,,,
3307,"Pizza Vesuvio",70,pizza-vesuvio,1,NULL,NULL,NULL
3308,"Pizzor Övriga",70,pizzor-ovriga,1,NULL,NULL,NULL
3309,Dallassallad,98,dallassallad,1,NULL,NULL,NULL
3310,Västkustsallad,98,vastkustsallad,1,NULL,NULL,NULL
3311,Grillsallad,98,grillsallad,1,NULL,NULL,NULL
3312,"Vegetarisk Färs",1169,vegetarisk-fars,1,"Vegetarisk färs går lika bra att använda till matlagning som vanlig färs av kött. Testa att göra en gratäng, gryta eller en färs-sås på vegetarisk färs, du lär inte ångra dig!",,"Vegetarisk färs är ett utmärkt substitut till köttfärs och är ett bra miljöval."
3313,"Vegetariska Bitar",1169,vegetariska-bitar,1,"Quorn och vegetariska bitar blir ett ljuvligt komplement till både grytor, sallader och andra maträtter. Välj bland flera olika sorter här på sidan. Vi levererar maten hem till dig!",,
3314,"Vegetarisk File",1169,vegetarisk-file,1,"Smakrik vegetarisk filé som passar sig perfekt till både grytor och gratänger eller att steka på som den är. Riktigt gott till en sallad, pasta eller ris tillsammans med en god sås.",,
3315,"Veg. Biffar/Bullar",1169,veg--biffarbullar,1,"Vegetariska biffar, ett superbra alternativ till vanliga biffar och bullar gjorda av kött. Hitta nya smaker bland morotsbiffar, örtbiffar och mycket annat!",,
3316,"Veg. Hamburgare",1169,veg--hamburgare,1,"Vegoburgare, bra för miljön och riktigt smaskigt! Här finns flera olika vegetariska hamburgare så att du enkelt kan hitta din nya favorit till grillpartyt eller fredagsmyset.",,
3317,Hjort,3299,hjort,1,,,
3318,"Vegetariska Nuggets",1169,vegetariska-nuggets,1,,,
3319,"Vegetarisk Korv",1169,vegetarisk-korv,1,"Du behöver inte äta kött för att kunna ta dig en varmkorv eller en grillkorv. Här kan du välja mellan många olika vegetariska korvar; cocktailkorv, milda korvar eller kanske chorizo?",,
3320,Räkspett,4515,rakspett,1,,,
3321,"Janssons Frestelse",4692,janssons-frestelse,1,"Janssons frestelse, finns det något som hör mer till julen än just denna populära rätt? Förutom till jul är det många som gärna äter den både vid påsk och midsommar. Här kan du ta dig en liten genväg genom att köpa en färdig Janssons som du bara värmer i ugnen.",,
3322,Paketglass,24,glasspaket,1,"Glasspaket är alltid bra att ha hemma i frysen, speciellt om man vill bjuda på något gott men inte har tid för bakning. Här finns både vanliga 2-liters förpackningar som räcker till många eller lite mindre förpackningar som du förhoppningsvis får ha för dig själv. Saltlakrits, yoghurt, vanilj - här finns smaker för alla.",,
3323,"Glasspaket - Flera smaker",3322,glasspaket---flera-smaker,1,,,
3324,"Glass Tofu",3322,glass-tofu,1,,,
3325,"Glass Övriga Sorter",3322,glass-ovriga-sorter,1,,,
3326,Blåbärsglass,3322,blabarsglass,1,,,
3327,Hallonglass,3322,hallonglass,1,NULL,NULL,NULL
3328,"Övriga Pålägg",4682,ovriga-palagg,1,,,
3329,"Övrig Skinka",66,ovrig-skinka,1,NULL,NULL,NULL
3330,Bacon,5641,bacon,1,,,
3331,"Rökt Skinka Bit",100,rokt-skinka-bit,1,,,
3332,Tårtpapper,3822,tartpapper,1,"Tårtpapper blir riktigt snyggt att sätta som dekoration under tårtan eller på kakfatet. Här finns förpackningar med flera tårtpapper som gör att du har till årets alla kalas.",,
3333,"Glass Ben & Jerry's",3322,glass-ben-o-jerry-s,1,,,
3334,"Woksås Sweet Chili Garlic",1154,woksas-sweet-chili-garlic,1,NULL,NULL,NULL
3335,Engångsförvaring,309,engangsforvaring,1,"Dags att förbereda en fest eller vill du ha med enkla förpackningar på utflykten? Då är engångsformar ett bra alternativ så slipper du använda porslinsformar och liknande hemifrån köksskåpen.",,
3336,Flergångsförvaring,309,flergangsforvaring,1,NULL,NULL,NULL
3337,Engångsbakformar,309,engangsbakformar,1,,,
3339,"Ostronsås med Vårlök",2853,ostronsas-med-varlok,1,,,
3340,Frysförvaring,309,frysforvaring,1,"Fryspåsar av bra kvalitet gör att maten håller sig fräsch längre i frysen. Här kan du välja mellan flera storlekar från olika leverantörer.",,
3341,Fryspåsar,3340,fryspasar,1,,,
3342,"Köttbullar Färska",3701,kottbullar-farska,1,,,
3343,"Köttbullar Frysta",3701,kottbullar-frysta,1,,,
3344,Kycklingpastej,121,kycklingpastej,1,,,
3345,"Leverpastej Bredbar",2779,leverpastej-bredbar,1,,,
3346,"Leverpastej Bredbar Gurka",3345,leverpastej-bredbar-gurka,1,,,
3347,"Leverpastej Skivad",2779,leverpastej-skivad,1,,,
3348,"Leverpastej Ugnsbakad",2779,leverpastej-ugnsbakad,1,,,
3349,Kebabspett,117,kebabspett,1,NULL,NULL,NULL
3350,Kalvrygg,117,kalvrygg,1,NULL,NULL,NULL
3351,"Creme Fraiche Paprika & Chili",2773,creme-fraiche-paprika-o-chili,1,,,
3352,"Creme Fraiche Saffran & Tomat",2773,creme-fraiche-saffran-o-tomat,1,,,
3353,"Creme Fraiche Bearnaise",2773,creme-fraiche-bearnaise,1,NULL,NULL,NULL
3354,"Creme Fraiche Karljohan",2773,creme-fraiche-karljohan,1,,,
3355,"Matlagningsgrädde Smaksatt",3817,matlagningsgradde-smaksatt,1,,,
3356,"Matlagningsgrädde Kokos",3355,matlagningsgradde-kokos,1,NULL,NULL,NULL
3357,"Panna Smaksatt Gräddbas",3817,panna-smaksatt-graddbas,1,,,
3358,"Havredryck Naturell",511,havredryck-naturell,1,"Naturell havredryck finns från flera olika leverantörer och i olika sorter så att du enkelt hittar din favorit. Vill du ha ekologisk havredryck hittar du naturligtvis även detta.",,
3359,"Havredryck Smaksatt",511,havredryck-smaksatt,1,"Smaksatt havredryck är en riktig höjdare! Drick som den är, använd den till frukostgröten eller mixa ihop en ljuvlig smoothie med massor av smak!",,
3360,"Jäst Original",660,jast-original,1,NULL,NULL,NULL
3361,"Jäst Original Torr",2965,jast-original-torr,1,,,
3362,"Jäst Söta Degar Färsk",2966,jast-sota-degar-farsk,1,,,
3363,"Jäst Söta Degar Torr",2965,jast-sota-degar-torr,1,,,
3364,"Jästmix Surdegsbröd",660,jastmix-surdegsbrod,1,,,
3365,"Jästmix Vetebröd",660,jastmix-vetebrod,1,NULL,NULL,NULL
3366,"Keso Feta & Oliv",2905,keso-feta-o-oliv,1,NULL,NULL,NULL
3367,"Keso Ananas & Passion",2905,keso-ananas-o-passion,1,,,
3368,"Keso Chili",2905,keso-chili,1,NULL,NULL,NULL
3369,"Keso Lök",2905,keso-lok,1,,,
3370,Grillpinnar,3743,grillpinnar,1,"Stadiga grillpinnar som passar lika bra till kött, grönsaker och frukt. Blötlägg gärna spetten i 10 minuter innan du trär på ingredienserna. Grillpinnarna fungerar lika bra på grillen som i ugnen.",,
3372,Hickorymarinad,327,hickorymarinad,1,NULL,NULL,NULL
3374,"BBQ-sås Baby Ray",1115,bbq-sas-baby-ray,1,,,
3375,"Mat & Bak Margarin",480,mat-o-bak-margarin,1,"Till bakning och matlagning är smör nästan ett måste, i alla fall till många maträtter och bakverk. Välj här bland större och mindre förpackningar samt om du vill ha ekologiska och laktosfria produkter.",,
3376,"Flytande Smör",2931,flytande-smor,1,,,
3377,"Flytande Margarin",2931,flytande-margarin,1,,,
3378,"Bordsask Smör",3379,bordsask-smor,1,,,
3379,"Bordsask Smör/Margarin",2996,bordsask-smormargarin,1,,,
3380,"BBQ-sås Hickory",1115,bbq-sas-hickory,1,,,
3385,"BBQ-sås Original",1115,bbq-sas-original,1,,,
3388,"BBQ-sås Hot",1115,bbq-sas-hot,1,NULL,NULL,NULL
3392,Saftsoppa,483,saftsoppa,1,,,
3393,Chilimarinad,327,chilimarinad,1,NULL,NULL,NULL
3394,"Grillolja Caramba",3720,grillolja-caramba,1,NULL,NULL,NULL
3395,"Grillolja Original",3720,grillolja-original,1,,,
3396,"Grillolja Chili",3720,grillolja-chili,1,,,
3397,"Grillolja Hickory",3720,grillolja-hickory,1,,,
3398,"Grillolja Honey",3720,grillolja-honey,1,,,
3399,"Grillolja Lime",3720,grillolja-lime,1,NULL,NULL,NULL
3400,"Glaze Vitlök",3719,glaze-vitlok,1,NULL,NULL,NULL
3402,"Glaze Hickory",3719,glaze-hickory,1,NULL,NULL,NULL
3403,"Glaze Allround",3719,glaze-allround,1,NULL,NULL,NULL
3404,"Glaze Spray",3719,glaze-spray,1,,,
3405,"Glaze Caribbean",3719,glaze-caribbean,1,NULL,NULL,NULL
3407,Allroundmarinad,327,allroundmarinad,1,,,
3408,"Grillolja Vitlök",3720,grillolja-vitlok,1,,,
3409,"Grillolja Sweet&Chili",3720,grillolja-sweetochili,1,NULL,NULL,NULL
3410,"Skum Marshmallows",259,skum-marshmallows,1,,,
3412,"Blockchoklad Mint",4033,blockchoklad-mint,1,NULL,NULL,NULL
3414,Persiljerot,4781,persiljerot,1,,,
3415,"Currypasta Tikka Masala",1144,currypasta-tikka-masala,1,,,
3416,"Grönt Citrongräste",1363,gront-citrongraste,1,,,
3417,Fiskmarinad,327,fiskmarinad,1,,,
3418,"Grönt Te med Mintsmak",1363,gront-te-med-mintsmak,1,,,
3419,"Alkoholhaltiga Drycker",4378,alkoholhaltiga-drycker,1,,,
3420,"Vita Bönor Stora",3544,vita-bonor-stora,1,,,
3423,Gelatinblad,1223,gelatinblad,1,,,
3424,Gelatinpulver,1223,gelatinpulver,1,,,
3425,Fullkornsnudlar,351,fullkornsnudlar,1,,,
3426,"Wokgrönsaker Burk",4699,wokgronsaker-burk,1,,,
3431,"Ananas Färsk Mini",813,ananas-farsk-mini,1,NULL,NULL,NULL
3432,"Passionsfrukt Fryst",810,passionsfrukt-fryst,1,,,
3433,"Woksås Tomat",1154,woksas-tomat,1,NULL,NULL,NULL
3434,"Woksås Sweet&Sour",1154,woksas-sweetosour,1,,,
3435,"Sötsur Sås för Wok",1154,sotsur-sas-for-wok,1,NULL,NULL,NULL
3436,Naanbröd,533,naanbrod,1,"Naanbrödet kommer från Indien och äts i samband med nästan alla måltider, många gånger för att just ta upp maten med. Ett platt, ljust bröd som är riktigt gott till mustiga och smakrika grytor bland annat.",,
3437,"Chili Con Carne Burk",1520,chili-con-carne-burk,1,,,
3438,"Strimlad Skinka",66,strimlad-skinka,1,,,
3439,"Kvarg 10 procent",4768,kvarg-10-procent,1,,,
3440,"Kesella Vanilj",4751,kesella-vanilj,1,,,
3441,"Dessertsoppor Övriga Smaker",483,dessertsoppor-ovriga-smaker,1,,,
3442,Chokladpudding,998,chokladpudding,1,,,
3443,Mango/Passion-Mousse,998,mangopassion-mousse,1,NULL,NULL,NULL
3444,Chokladmousse,998,chokladmousse,1,NULL,NULL,NULL
3445,Hallonmousse,998,hallonmousse,1,,,
3446,Jordgubbsmousse,998,jordgubbsmousse,1,NULL,NULL,NULL
3447,Citronfromage,998,citronfromage,1,NULL,NULL,NULL
3448,Brylepudding,998,brylepudding,1,NULL,NULL,NULL
3449,"Chokladmousse med Crisp",3444,chokladmousse-med-crisp,1,,,
3450,"Chokladmousse med Latte",3444,chokladmousse-med-latte,1,NULL,NULL,NULL
3451,"Chokladmousse med Hallon",3444,chokladmousse-med-hallon,1,NULL,NULL,NULL
3452,"Kaffe Latte Drickfärdig",1060,kaffe-latte-drickfardig,1,,,
3454,"Smördeg & Mördeg",211,smordeg-o-mordeg,1,"Med färdig smördeg och mördeg kan du enkelt skapa underverk i köket! Matiga pajer, inbakade rätter och knapriga desserter. Välj bland flera olika sorters mör- och smördeg här på sidan.",,
3455,Mördeg,3454,mordeg,1,,,
3457,Vaniljyoghurt,267,vaniljyoghurt,1,,,
3458,Honungsyoghurt,267,honungsyoghurt,1,,,
3459,"Yoghurt Smaksatt - Övriga Sorter",267,yoghurt-smaksatt---ovriga-sorter,1,,,
3460,Jordgubbsyoghurt,267,jordgubbsyoghurt,1,,,
3461,Hjortronyoghurt,267,hjortronyoghurt,1,NULL,NULL,NULL
3462,Krusbärsyoghurt,267,krusbarsyoghurt,1,NULL,NULL,NULL
3463,Hallonyoghurt,267,hallonyoghurt,1,,,
3464,Ananasyoghurt,267,ananasyoghurt,1,NULL,NULL,NULL
3465,Blåbärsyoghurt,267,blabarsyoghurt,1,,,
3466,Citrusyoghurt,267,citrusyoghurt,1,,,
3467,Skogsbäryoghurt,267,skogsbaryoghurt,1,,,
3468,Nektarin/Aprikosyoghurt,267,nektarinaprikosyoghurt,1,NULL,NULL,NULL
3469,Persikoyoghurt,267,persikoyoghurt,1,NULL,NULL,NULL
3470,Päronyoghurt,267,paronyoghurt,1,,,
3471,Mangoyoghurt,267,mangoyoghurt,1,,,
3472,"Matlagningsyoghurt Turkisk",1326,matlagningsyoghurt-turkisk,1,,,
3473,"Grekisk Yoghurt",3472,grekisk-yoghurt,1,,,
3474,"Yoghurt med Aktiv Bakteriekultur",999,yoghurt-med-aktiv-bakteriekultur,1,,,
3475,Fullkornsbulgur,643,fullkornsbulgur,1,,,
3476,"Grov Bulgur",643,grov-bulgur,1,,,
3477,"Hel Bulgur",643,hel-bulgur,1,,,
3478,"Couscous Fullkorn",579,couscous-fullkorn,1,,,
3479,"Couscous Grovsiktad",579,couscous-grovsiktad,1,NULL,NULL,NULL
3480,"Stor Couscous Moghrabiah",579,stor-couscous-moghrabiah,1,,,
3481,"Dinkel Couscous",579,dinkel-couscous,1,,,
3482,Glasnudlar,351,glasnudlar,1,,,
3483,Lyxpasta,304,lyxpasta,1,,,
3484,Lasagnette,3079,lasagnette,1,,,
3485,"Spaghetti Fullkorn",1453,spaghetti-fullkorn,1,,,
3486,"Spaghetti Dinkel",1453,spaghetti-dinkel,1,NULL,NULL,NULL
3487,Ruote,3483,ruote,1,NULL,NULL,NULL
3488,Capellini,5323,capellini,1,,,
3489,Gemelli,1460,gemelli,1,,,
3490,"Pipe Rigate",3483,pipe-rigate,1,NULL,NULL,NULL
3491,"Övriga pastasorter",304,pasta-ovriga-sorter,1,,,
3492,"Surhetsreglerande Medel",34,surhetsreglerande-medel,1,,,
3493,"Mandelmassa & Marsipan",34,mandelmassa-o-marsipan,1,,,
3494,Marsipan,3493,marsipan,1,,,
3495,Bakmassa,3493,bakmassa,1,NULL,NULL,NULL
3496,Squash,3227,squash,1,NULL,NULL,NULL
3498,"Vitlöksdressing Flaska",1516,vitloksdressing-flaska,1,,,
3500,"Svarta oliver utan kärnor",1187,oliver-svarta-utan-karnor,1,,,
3501,Tidningar,4850,tidningar,1,"Här kan du välja bland många populära tidningar inom flera olika genrer. Perfekt att handla hem till helgen då det förhoppningsvis finns tid för lite skön läsning.",,
3502,Kvällstidningar,3501,kvallstidningar,1,NULL,NULL,NULL
3504,Kalkonchoritzo,114,kalkonchoritzo,1,NULL,NULL,NULL
3505,Sultanrussin,335,sultanrussin,1,,,
3506,Russinmix,335,russinmix,1,,,
3507,"Sirap Vit",243,sirap-vit,1,,,
3508,"Sirap Bröd",243,sirap-brod,1,,,
3509,"Sirap Pannkaka",243,sirap-pannkaka,1,,,
3510,"Sirap Granatäpple",243,sirap-granatapple,1,NULL,NULL,NULL
3513,"Solroskärnor Naturella",581,solroskarnor-naturella,1,,,
3514,"Solroskärnor Rostade & Saltade",581,solroskarnor-rostade-o-saltade,1,,,
3515,"Solroskärnor Rostade",581,solroskarnor-rostade,1,,,
3516,Kycklingpytt,1539,kycklingpytt,1,,,
3517,"Solroskärnor Smaksatta",581,solroskarnor-smaksatta,1,NULL,NULL,NULL
3518,Fruktsocker,387,fruktsocker,1,NULL,NULL,NULL
3519,"Tårtbotten Sockerkaka",212,tartbotten-sockerkaka,1,,,
3520,Vanillinsocker,5644,vanillinsocker,1,,,
3521,Vaniljsocker,5644,vaniljsocker,1,,,
3522,"Kristyr & Pyntgele",34,kristyr-o-pyntgele,1,,,
3523,"Kristyr Vit",3537,kristyr-vit,1,,,
3524,"Kristyr Rosa",3537,kristyr-rosa,1,NULL,NULL,NULL
3525,Silverkulor,1099,silverkulor,1,,,
3526,"Pyntgele Röd",3538,pyntgele-rod,1,,,
3527,"Torkade Blåbär",188,torkade-blabar,1,,,
3528,"Pyntgele Blå",3538,pyntgele-bla,1,,,
3529,"Pyntgele Grön",3538,pyntgele-gron,1,NULL,NULL,NULL
3530,Tårtdekoration,34,tartdekoration,1,,,
3531,"Pyntgele Gul",3538,pyntgele-gul,1,NULL,NULL,NULL
3532,Tårtfyllning,34,tartfyllning,1,,,
3533,"Körsbär Torkade",4317,korsbar-torkade,1,NULL,NULL,NULL
3534,Apelsinskal,34,apelsinskal,1,,,
3535,Cocktailbär,34,cocktailbar,1,,,
3536,"Marianne Crush",1099,marianne-crush,1,NULL,NULL,NULL
3537,Kristyr,3522,kristyr,1,NULL,NULL,NULL
3538,Pyntgele,3522,pyntgele,1,NULL,NULL,NULL
3539,"Gröna Linser",2001,grona-linser,1,,,
3540,Pintobönor,3543,pintobonor,1,NULL,NULL,NULL
3541,Borlottibönor,3543,borlottibonor,1,,,
3542,Bondbönor,3543,bondbonor,1,,,
3543,Bönor,261,bonor,1,,,
3544,"Vita Bönor Naturella",2108,vita-bonor-naturella,1,,,
3545,"Vita Bönor Smaksatta",2108,vita-bonor-smaksatta,1,,,
3546,"Svarta Linser",2001,svarta-linser,1,NULL,NULL,NULL
3547,Branflakes,1184,branflakes,1,,,
3548,Cornflakes,1184,cornflakes,1,,,
3549,"Linfrö Helt",1492,linfro-helt,1,,,
3550,"Sesamfrö Skalat",2012,sesamfro-skalat,1,,,
3551,"Sesamfrö Oskalat",2012,sesamfro-oskalat,1,,,
3552,Hampafrö,6126,hampafro,1,,,
3553,Tomatkonserver,261,krossade-tomater-mm,1,,,
3554,Fruktkonserver,261,fruktkonserver,1,,,
3555,Papadums,533,papadums,1,"Papadums är ett tortillaliknande bröd från Indien som kryddats olika beroende på i vilken del av landet som det bakas. Lika gott som snacks som till en kryddstark gryta.",,
3556,"Kit för Mat",4959,kit-for-mat,1,,,
3561,"Citrongräs Färskt",3011,citrongras-farskt,1,,,
3562,"Citrongräs Konserverat",3011,citrongras-konserverat,1,,,
3563,"Konserverad Lychee",3554,konserverad-lychee,1,NULL,NULL,NULL
3564,"Färsksaltad Gurka",1097,farsksaltad-gurka,1,NULL,NULL,NULL
3565,"Längdskivad Gurka",1097,langdskivad-gurka,1,NULL,NULL,NULL
3566,Snittgurka,1097,snittgurka,1,,,
3567,"Blandade oliver",5317,oliver-blandade,1,,,
3568,Hallonkräm,484,hallonkram,1,,,
3569,Blåbärskräm,484,blabarskram,1,,,
3570,Aprikoskräm,484,aprikoskram,1,,,
3571,Päronkräm,484,paronkram,1,NULL,NULL,NULL
3572,Äppelkräm,484,appelkram,1,,,
3573,Fruktkräm,484,fruktkram,1,NULL,NULL,NULL
3574,"Kräm Övriga Sorter",484,kram-ovriga-sorter,1,NULL,NULL,NULL
3575,"Lemon Curd",5689,lemon-curd,1,,,
3576,Fikonmarmelad,257,fikonmarmelad,1,,,
3577,"Crunch Hasselnöt",1470,crunch-hasselnot,1,,,
3578,"Crunch Skogsbär",1470,crunch-skogsbar,1,,,
3579,"Crunch Premium Sensation",1470,crunch-premium-sensation,1,NULL,NULL,NULL
3580,"Crunch Fullkorns Light",1470,crunch-fullkorns-light,1,NULL,NULL,NULL
3581,"Lättdryck Päron",1165,lattdryck-paron,1,,,
3583,Korn,41,korn,1,,,
3584,"Havre Hel",4714,havre-hel,1,,,
3586,Adzukibönor,3543,adzukibonor,1,,,
3587,"Pesto Röd",595,pesto-rod,1,,,
3588,"Pesto Grön",595,pesto-gron,1,,,
3590,"Färskost Pepparrot",2754,farskost-pepparrot,1,,,
3591,Tabasco,1276,tabasco,1,,,
